company,sector,domain,metric,value,period,date
CloudSync Pro,SaaS,Operations,on_time_delivery,1.6826527928391433,2023-02,2023-02-18T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.7236497302498064,2023-03,2023-03-20T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.7203656625045656,2023-04,2023-04-19T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.7596868496654017,2023-05,2023-05-19T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.7764375863940127,2023-06,2023-06-18T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8173004847743912,2023-07,2023-07-18T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8325197014969425,2023-08,2023-08-17T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8131600630003923,2023-09,2023-09-16T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8435540134852304,2023-10,2023-10-16T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8113708853190533,2023-11,2023-11-15T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8390365223217118,2023-12,2023-12-15T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8433493905972536,2024-01,2024-01-14T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8466696116373047,2024-02,2024-02-13T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8957903468913901,2024-03,2024-03-14T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8573893213301853,2024-04,2024-04-13T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.8966595578630598,2024-05,2024-05-13T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,1.9570892944638707,2024-06,2024-06-12T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.0242839179456755,2024-07,2024-07-12T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.7121032986656437,2024-08,2024-08-11T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.1044558204638313,2024-09,2024-09-10T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.1477823911206806,2024-10,2024-10-10T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.1326221223094577,2024-11,2024-11-09T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.071106360512413,2024-12,2024-12-09T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.0420785343952264,2025-01,2025-01-08T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.0266027827774793,2025-02,2025-02-07T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.012500190147452,2025-03,2025-03-09T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.0556194465277486,2025-04,2025-04-08T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.1711527684797836,2025-05,2025-05-08T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.284255940679879,2025-06,2025-06-07T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.2771254248492627,2025-07,2025-07-07T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.3983794509959715,2025-08,2025-08-06T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.432718373927832,2025-09,2025-09-05T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.5062042846770827,2025-10,2025-10-05T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.5478685518455975,2025-11,2025-11-04T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.5694999734943416,2025-12,2025-12-04T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.5911512768698204,2026-01,2026-01-03T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.6171399475829644,2026-02,2026-02-02T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.598241184334281,2026-03,2026-03-04T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.677541571867702,2026-04,2026-04-03T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.8292177559148985,2026-05,2026-05-03T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.9180357029429675,2026-06,2026-06-02T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.996165501949695,2026-07,2026-07-02T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.9722768681923064,2026-08,2026-08-01T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,3.008518470041464,2026-08,2026-08-31T00:00:00
CloudSync Pro,SaaS,Operations,on_time_delivery,2.9140472995160103,2026-09,2026-09-30T00:00:00
CloudSync Pro,SaaS,People,headcount,15.0,2015-01,2015-01-01T00:00:00
CloudSync Pro,SaaS,People,headcount,15.036328576570414,2015-01,2015-01-31T00:00:00
CloudSync Pro,SaaS,People,headcount,17.81725384260666,2015-03,2015-03-02T00:00:00
CloudSync Pro,SaaS,People,headcount,18.568274295466903,2015-04,2015-04-01T00:00:00
CloudSync Pro,SaaS,People,headcount,22.69037278649411,2015-05,2015-05-01T00:00:00
CloudSync Pro,SaaS,People,headcount,17.445030119617016,2015-05,2015-05-31T00:00:00
CloudSync Pro,SaaS,People,headcount,19.626821841264835,2015-06,2015-06-30T00:00:00
CloudSync Pro,SaaS,People,headcount,12.406189793945776,2015-07,2015-07-30T00:00:00
CloudSync Pro,SaaS,People,headcount,11.760982277252243,2015-08,2015-08-29T00:00:00
CloudSync Pro,SaaS,People,headcount,9.211558951297686,2015-09,2015-09-28T00:00:00
CloudSync Pro,SaaS,People,headcount,13.548820913966429,2015-10,2015-10-28T00:00:00
CloudSync Pro,SaaS,People,headcount,10.886421935619328,2015-11,2015-11-27T00:00:00
CloudSync Pro,SaaS,People,headcount,19.15697618599117,2015-12,2015-12-27T00:00:00
CloudSync Pro,SaaS,People,headcount,27.51430979758699,2016-01,2016-01-26T00:00:00
CloudSync Pro,SaaS,People,headcount,43.334863533899885,2016-02,2016-02-25T00:00:00
CloudSync Pro,SaaS,People,headcount,61.24076347450298,2016-03,2016-03-26T00:00:00
CloudSync Pro,SaaS,People,headcount,100.82665655200543,2016-04,2016-04-25T00:00:00
CloudSync Pro,SaaS,People,headcount,135.21420111663363,2016-05,2016-05-25T00:00:00
CloudSync Pro,SaaS,People,headcount,185.02331249686657,2016-06,2016-06-24T00:00:00
CloudSync Pro,SaaS,People,headcount,208.1502687037646,2016-07,2016-07-24T00:00:00
CloudSync Pro,SaaS,People,headcount,320.48089690496926,2016-08,2016-08-23T00:00:00
CloudSync Pro,SaaS,People,headcount,348.4225230055432,2016-09,2016-09-22T00:00:00
CloudSync Pro,SaaS,People,headcount,312.1699414985707,2016-10,2016-10-22T00:00:00
CloudSync Pro,SaaS,People,headcount,382.1971744108901,2016-11,2016-11-21T00:00:00
CloudSync Pro,SaaS,People,headcount,312.04311088965926,2016-12,2016-12-21T00:00:00
CloudSync Pro,SaaS,People,headcount,511.0415342577557,2017-01,2017-01-20T00:00:00
CloudSync Pro,SaaS,People,headcount,622.5684199555915,2017-02,2017-02-19T00:00:00
CloudSync Pro,SaaS,People,headcount,591.7048229212388,2017-03,2017-03-21T00:00:00
CloudSync Pro,SaaS,People,headcount,482.2717616410971,2017-04,2017-04-20T00:00:00
CloudSync Pro,SaaS,People,headcount,598.0284161342491,2017-05,2017-05-20T00:00:00
CloudSync Pro,SaaS,People,headcount,818.4793644642143,2017-06,2017-06-19T00:00:00
CloudSync Pro,SaaS,People,headcount,1229.9552398981396,2017-07,2017-07-19T00:00:00
CloudSync Pro,SaaS,People,headcount,1427.341034543489,2017-08,2017-08-18T00:00:00
CloudSync Pro,SaaS,People,headcount,905.440059176126,2017-09,2017-09-17T00:00:00
CloudSync Pro,SaaS,People,headcount,1529.9199601447467,2017-10,2017-10-17T00:00:00
CloudSync Pro,SaaS,People,headcount,1536.5856814007925,2017-11,2017-11-16T00:00:00
CloudSync Pro,SaaS,People,headcount,2394.209470598631,2017-12,2017-12-16T00:00:00
CloudSync Pro,SaaS,People,headcount,3469.8797535649455,2018-01,2018-01-15T00:00:00
CloudSync Pro,SaaS,People,headcount,4007.4587124550535,2018-02,2018-02-14T00:00:00
CloudSync Pro,SaaS,People,headcount,3733.4860373247925,2018-03,2018-03-16T00:00:00
CloudSync Pro,SaaS,People,headcount,4634.055689368946,2018-04,2018-04-15T00:00:00
CloudSync Pro,SaaS,People,headcount,5892.0959854248285,2018-05,2018-05-15T00:00:00
CloudSync Pro,SaaS,People,headcount,8823.18929807861,2018-06,2018-06-14T00:00:00
CloudSync Pro,SaaS,People,headcount,9674.287337703263,2018-07,2018-07-14T00:00:00
CloudSync Pro,SaaS,People,headcount,10952.482227110584,2018-08,2018-08-13T00:00:00
CloudSync Pro,SaaS,People,headcount,19556.213527244767,2018-09,2018-09-12T00:00:00
CloudSync Pro,SaaS,People,headcount,14521.914814888369,2018-10,2018-10-12T00:00:00
CloudSync Pro,SaaS,People,headcount,15731.722845987644,2018-11,2018-11-11T00:00:00
CloudSync Pro,SaaS,People,headcount,25227.26272145754,2018-12,2018-12-11T00:00:00
CloudSync Pro,SaaS,People,headcount,33792.221863325234,2019-01,2019-01-10T00:00:00
CloudSync Pro,SaaS,People,headcount,31741.117432022293,2019-02,2019-02-09T00:00:00
CloudSync Pro,SaaS,People,headcount,25002.919805416735,2019-03,2019-03-11T00:00:00
CloudSync Pro,SaaS,People,headcount,27958.640033622472,2019-04,2019-04-10T00:00:00
CloudSync Pro,SaaS,People,headcount,35693.19737035015,2019-05,2019-05-10T00:00:00
CloudSync Pro,SaaS,People,headcount,41850.01462628653,2019-06,2019-06-09T00:00:00
CloudSync Pro,SaaS,People,headcount,58441.312255704484,2019-07,2019-07-09T00:00:00
CloudSync Pro,SaaS,People,headcount,94027.10622905046,2019-08,2019-08-08T00:00:00
CloudSync Pro,SaaS,People,headcount,84240.4528948637,2019-09,2019-09-07T00:00:00
CloudSync Pro,SaaS,People,headcount,94339.9031747264,2019-10,2019-10-07T00:00:00
CloudSync Pro,SaaS,People,headcount,98417.14403218261,2019-11,2019-11-06T00:00:00
CloudSync Pro,SaaS,People,headcount,92076.11475813018,2019-12,2019-12-06T00:00:00
CloudSync Pro,SaaS,People,headcount,109874.23321743349,2020-01,2020-01-05T00:00:00
CloudSync Pro,SaaS,People,headcount,93214.34246111027,2020-02,2020-02-04T00:00:00
CloudSync Pro,SaaS,People,headcount,76260.3929062708,2020-03,2020-03-05T00:00:00
CloudSync Pro,SaaS,People,headcount,111717.7334147827,2020-04,2020-04-04T00:00:00
CloudSync Pro,SaaS,People,headcount,185492.97786177974,2020-05,2020-05-04T00:00:00
CloudSync Pro,SaaS,People,headcount,287167.7768401872,2020-06,2020-06-03T00:00:00
CloudSync Pro,SaaS,People,headcount,208110.81356135555,2020-07,2020-07-03T00:00:00
CloudSync Pro,SaaS,People,headcount,329131.34441021836,2020-08,2020-08-02T00:00:00
CloudSync Pro,SaaS,People,headcount,360083.0336171643,2020-09,2020-09-01T00:00:00
CloudSync Pro,SaaS,People,headcount,603429.4689335617,2020-10,2020-10-01T00:00:00
CloudSync Pro,SaaS,People,headcount,825565.9997941522,2020-10,2020-10-31T00:00:00
CloudSync Pro,SaaS,People,headcount,614595.3337817875,2020-11,2020-11-30T00:00:00
CloudSync Pro,SaaS,People,headcount,641320.8030587977,2020-12,2020-12-30T00:00:00
CloudSync Pro,SaaS,People,headcount,575456.4095335819,2021-01,2021-01-29T00:00:00
CloudSync Pro,SaaS,People,headcount,513785.41955066705,2021-02,2021-02-28T00:00:00
CloudSync Pro,SaaS,People,headcount,628828.6952327457,2021-03,2021-03-30T00:00:00
CloudSync Pro,SaaS,People,headcount,716643.3666146522,2021-04,2021-04-29T00:00:00
CloudSync Pro,SaaS,People,headcount,726401.8713056268,2021-05,2021-05-29T00:00:00
CloudSync Pro,SaaS,People,headcount,560379.2916609722,2021-06,2021-06-28T00:00:00
CloudSync Pro,SaaS,People,headcount,620181.1913639776,2021-07,2021-07-28T00:00:00
CloudSync Pro,SaaS,People,headcount,679336.7414943548,2021-08,2021-08-27T00:00:00
CloudSync Pro,SaaS,People,headcount,481814.4303480453,2021-09,2021-09-26T00:00:00
CloudSync Pro,SaaS,People,headcount,763948.4294456834,2021-10,2021-10-26T00:00:00
CloudSync Pro,SaaS,People,headcount,817736.7168953407,2021-11,2021-11-25T00:00:00
CloudSync Pro,SaaS,People,headcount,994760.1362518673,2021-12,2021-12-25T00:00:00
CloudSync Pro,SaaS,People,headcount,1553499.78685261,2022-01,2022-01-24T00:00:00
CloudSync Pro,SaaS,People,headcount,2352785.4453752977,2022-02,2022-02-23T00:00:00
CloudSync Pro,SaaS,People,headcount,2378507.6158148833,2022-03,2022-03-25T00:00:00
CloudSync Pro,SaaS,People,headcount,1844716.7965987655,2022-04,2022-04-24T00:00:00
CloudSync Pro,SaaS,People,headcount,3894477.7871183204,2022-05,2022-05-24T00:00:00
CloudSync Pro,SaaS,People,headcount,3479713.996250703,2022-06,2022-06-23T00:00:00
CloudSync Pro,SaaS,People,headcount,4618852.032696317,2022-07,2022-07-23T00:00:00
CloudSync Pro,SaaS,People,headcount,5328435.559663715,2022-08,2022-08-22T00:00:00
CloudSync Pro,SaaS,People,headcount,6111662.025572615,2022-09,2022-09-21T00:00:00
CloudSync Pro,SaaS,People,headcount,7947039.983287219,2022-10,2022-10-21T00:00:00
CloudSync Pro,SaaS,People,headcount,8743854.815741967,2022-11,2022-11-20T00:00:00
CloudSync Pro,SaaS,People,headcount,4596284.079179242,2022-12,2022-12-20T00:00:00
CloudSync Pro,SaaS,People,headcount,3720686.7591255503,2023-01,2023-01-19T00:00:00
CloudSync Pro,SaaS,People,headcount,5037400.697960007,2023-02,2023-02-18T00:00:00
CloudSync Pro,SaaS,People,headcount,5756357.669455224,2023-03,2023-03-20T00:00:00
CloudSync Pro,SaaS,People,headcount,5909562.089116982,2023-04,2023-04-19T00:00:00
CloudSync Pro,SaaS,People,headcount,7196468.479215106,2023-05,2023-05-19T00:00:00
CloudSync Pro,SaaS,People,headcount,9848494.069159003,2023-06,2023-06-18T00:00:00
CloudSync Pro,SaaS,People,headcount,12519964.37353239,2023-07,2023-07-18T00:00:00
CloudSync Pro,SaaS,People,headcount,12951516.341941284,2023-08,2023-08-17T00:00:00
CloudSync Pro,SaaS,People,headcount,16140476.25685862,2023-09,2023-09-16T00:00:00
CloudSync Pro,SaaS,People,headcount,24486093.099187806,2023-10,2023-10-16T00:00:00
CloudSync Pro,SaaS,People,headcount,22182715.73818089,2023-11,2023-11-15T00:00:00
CloudSync Pro,SaaS,People,headcount,28824510.70839407,2023-12,2023-12-15T00:00:00
CloudSync Pro,SaaS,People,headcount,39087669.177858055,2024-01,2024-01-14T00:00:00
CloudSync Pro,SaaS,People,headcount,26720666.564134464,2024-02,2024-02-13T00:00:00
CloudSync Pro,SaaS,People,headcount,24720213.421157934,2024-03,2024-03-14T00:00:00
CloudSync Pro,SaaS,People,headcount,31456079.229353756,2024-04,2024-04-13T00:00:00
CloudSync Pro,SaaS,People,headcount,27977914.939890392,2024-05,2024-05-13T00:00:00
CloudSync Pro,SaaS,People,headcount,47688291.24128625,2024-06,2024-06-12T00:00:00
CloudSync Pro,SaaS,People,headcount,42338716.774172194,2024-07,2024-07-12T00:00:00
CloudSync Pro,SaaS,People,headcount,30561918.103915535,2024-08,2024-08-11T00:00:00
CloudSync Pro,SaaS,People,headcount,27263428.84556979,2024-09,2024-09-10T00:00:00
CloudSync Pro,SaaS,People,headcount,28356695.771415763,2024-10,2024-10-10T00:00:00
CloudSync Pro,SaaS,People,headcount,29845600.34899306,2024-11,2024-11-09T00:00:00
CloudSync Pro,SaaS,People,headcount,37396173.850881174,2024-12,2024-12-09T00:00:00
CloudSync Pro,SaaS,People,headcount,45091545.25764988,2025-01,2025-01-08T00:00:00
CloudSync Pro,SaaS,People,headcount,70667428.9960319,2025-02,2025-02-07T00:00:00
CloudSync Pro,SaaS,People,headcount,50662853.5959306,2025-03,2025-03-09T00:00:00
CloudSync Pro,SaaS,People,headcount,62348290.54696632,2025-04,2025-04-08T00:00:00
CloudSync Pro,SaaS,People,headcount,68381408.80377159,2025-05,2025-05-08T00:00:00
CloudSync Pro,SaaS,People,headcount,40824432.262579404,2025-06,2025-06-07T00:00:00
CloudSync Pro,SaaS,People,headcount,37077949.97327397,2025-07,2025-07-07T00:00:00
CloudSync Pro,SaaS,People,headcount,54872904.579260394,2025-08,2025-08-06T00:00:00
CloudSync Pro,SaaS,People,headcount,83027195.41594556,2025-09,2025-09-05T00:00:00
CloudSync Pro,SaaS,People,headcount,103190225.82872751,2025-10,2025-10-05T00:00:00
CloudSync Pro,SaaS,People,headcount,93097594.51451321,2025-11,2025-11-04T00:00:00
CloudSync Pro,SaaS,People,headcount,101311230.46593933,2025-12,2025-12-04T00:00:00
CloudSync Pro,SaaS,People,headcount,90442510.54883058,2026-01,2026-01-03T00:00:00
CloudSync Pro,SaaS,People,headcount,116995653.85515836,2026-02,2026-02-02T00:00:00
CloudSync Pro,SaaS,People,headcount,188351484.115967,2026-03,2026-03-04T00:00:00
CloudSync Pro,SaaS,People,headcount,341970890.94830465,2026-04,2026-04-03T00:00:00
CloudSync Pro,SaaS,People,headcount,374994483.72762835,2026-05,2026-05-03T00:00:00
CloudSync Pro,SaaS,People,headcount,501533735.4342104,2026-06,2026-06-02T00:00:00
CloudSync Pro,SaaS,People,headcount,455792454.2183926,2026-07,2026-07-02T00:00:00
CloudSync Pro,SaaS,People,headcount,400936047.2205069,2026-08,2026-08-01T00:00:00
CloudSync Pro,SaaS,People,headcount,780944290.7468321,2026-08,2026-08-31T00:00:00
CloudSync Pro,SaaS,People,headcount,922226161.473487,2026-09,2026-09-30T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.15,2015-01,2015-01-01T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.14869304465552657,2015-01,2015-01-31T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.14548071689216036,2015-03,2015-03-02T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.11761184321358703,2015-04,2015-04-01T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.10560234616183943,2015-05,2015-05-01T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.09634174044691539,2015-05,2015-05-31T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.07977538052105103,2015-06,2015-06-30T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.08146609799544441,2015-07,2015-07-30T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.06696252080182798,2015-08,2015-08-29T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.06561927596041192,2015-09,2015-09-28T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.049541539195917854,2015-10,2015-10-28T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.04712020132549895,2015-11,2015-11-27T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.04527677423252422,2015-12,2015-12-27T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.04018227096691236,2016-01,2016-01-26T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.03991756190440155,2016-02,2016-02-25T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0376283877376187,2016-03,2016-03-26T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.03325748103860262,2016-04,2016-04-25T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.02918785211539681,2016-05,2016-05-25T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.024021181922052486,2016-06,2016-06-24T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.021812534188521554,2016-07,2016-07-24T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.020453731244799305,2016-08,2016-08-23T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.020435547349998473,2016-09,2016-09-22T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.018420379622963515,2016-10,2016-10-22T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.01626742262355546,2016-11,2016-11-21T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.014247671602093398,2016-12,2016-12-21T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.012192696231078617,2017-01,2017-01-20T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.01168674330123309,2017-02,2017-02-19T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.010440855387167207,2017-03,2017-03-21T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.009486372917226213,2017-04,2017-04-20T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.009834813671160255,2017-05,2017-05-20T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.00742025667369747,2017-06,2017-06-19T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.007372642654993812,2017-07,2017-07-19T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.007401553725206787,2017-08,2017-08-18T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0059587330160783825,2017-09,2017-09-17T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.005515265871044621,2017-10,2017-10-17T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.004560237951482338,2017-11,2017-11-16T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.004508871144962749,2017-12,2017-12-16T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0042722259442436504,2018-01,2018-01-15T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.003696963675914876,2018-02,2018-02-14T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.003227379329143814,2018-03,2018-03-16T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0029928014083246456,2018-04,2018-04-15T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0028779360738032693,2018-05,2018-05-15T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0023924832547248375,2018-06,2018-06-14T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.00207466526377106,2018-07,2018-07-14T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0019294500225201185,2018-08,2018-08-13T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.001702129706518919,2018-09,2018-09-12T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0015014332997081849,2018-10,2018-10-12T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0013158131519732574,2018-11,2018-11-11T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0011371203875640337,2018-12,2018-12-11T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0011020124889189124,2019-01,2019-01-10T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0010545839972023793,2019-02,2019-02-09T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0010058706529716775,2019-03,2019-03-11T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0009088172802223921,2019-04,2019-04-10T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0007842340037070214,2019-05,2019-05-10T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0007870569822056261,2019-06,2019-06-09T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0007523334202036536,2019-07,2019-07-09T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0006733293591477786,2019-08,2019-08-08T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.00048508575092896875,2019-09,2019-09-07T00:00:00
CloudSync Pro,SaaS,People,turnover_rate,0.0005727824370923421,2019-10,2019-10-07T00:00:00
